Experiment,Run,Decrement,Strategy,PI,RS
3,401,TRUE,Concealers,7547.56,7.36
3,401,TRUE,Revealers,4021.08,5.72
3,402,TRUE,Concealers,7403.78,7.42
3,402,TRUE,Revealers,5927.12,6.66
3,403,TRUE,Concealers,7386.28,7.22
3,403,TRUE,Revealers,4359.48,5.8
3,404,TRUE,Concealers,5819.8,6.26
3,404,TRUE,Revealers,3160.8,5.22
3,405,TRUE,Concealers,7333.12,7.36
3,405,TRUE,Revealers,5713.66,6.5
3,406,TRUE,Concealers,6090.36,6.52
3,406,TRUE,Revealers,3825.9,5.58
3,407,TRUE,Concealers,7035.86,7.04
3,407,TRUE,Revealers,3936.1,5.56
3,408,TRUE,Concealers,7688.28,7.44
3,408,TRUE,Revealers,4963.42,6.28
3,409,TRUE,Concealers,6831.32,6.86
3,409,TRUE,Revealers,4409.4,5.86
3,410,TRUE,Concealers,7556.84,7.3
3,410,TRUE,Revealers,4641.28,6.02
3,411,TRUE,Concealers,7888.14,7.48
3,411,TRUE,Revealers,4652.44,6.06
3,412,TRUE,Concealers,5898.34,6.3
3,412,TRUE,Revealers,3470.34,5.36
3,413,TRUE,Concealers,7669.26,7.44
3,413,TRUE,Revealers,4503.84,5.94
3,414,TRUE,Concealers,6320.16,6.72
3,414,TRUE,Revealers,3965.08,5.52
3,415,TRUE,Concealers,7321.46,7.2
3,415,TRUE,Revealers,5281.38,6.38
3,416,TRUE,Concealers,7585.9,7.54
3,416,TRUE,Revealers,5426.28,6.54
3,417,TRUE,Concealers,6343.04,6.6
3,417,TRUE,Revealers,3211.56,5.28
3,418,TRUE,Concealers,6699.08,6.92
3,418,TRUE,Revealers,4712.4,5.94
3,419,TRUE,Concealers,6062.2,6.58
3,419,TRUE,Revealers,3884.34,5.64
3,420,TRUE,Concealers,7377.76,7.46
3,420,TRUE,Revealers,5699.56,6.52
3,421,TRUE,Concealers,6273.2,6.54
3,421,TRUE,Revealers,3395.72,5.36
3,422,TRUE,Concealers,8195.7,7.76
3,422,TRUE,Revealers,5345.6,6.48
3,423,TRUE,Concealers,7525.44,7.4
3,423,TRUE,Revealers,5875.44,6.68
3,424,TRUE,Concealers,6827.08,6.98
3,424,TRUE,Revealers,4676.52,5.96
3,425,TRUE,Concealers,6430.88,6.88
3,425,TRUE,Revealers,5554.94,6.38
3,426,TRUE,Concealers,7087.44,7.24
3,426,TRUE,Revealers,6402.76,6.88
3,427,TRUE,Concealers,5134.66,5.88
3,427,TRUE,Revealers,3077.06,5.2
3,428,TRUE,Concealers,7356.46,7.38
3,428,TRUE,Revealers,5747.1,6.58
3,429,TRUE,Concealers,7449.78,7.4
3,429,TRUE,Revealers,6788.94,7.1
3,430,TRUE,Concealers,5602.12,6.3
3,430,TRUE,Revealers,4171.4,5.7
3,431,TRUE,Concealers,7342.92,7.4
3,431,TRUE,Revealers,6071.52,6.7
3,432,TRUE,Concealers,5841.38,6.22
3,432,TRUE,Revealers,3073.88,5.08
3,433,TRUE,Concealers,7491.7,7.38
3,433,TRUE,Revealers,5484.36,6.44
3,434,TRUE,Concealers,7415.74,7.3
3,434,TRUE,Revealers,4814.16,6.08
3,435,TRUE,Concealers,6503.4,6.86
3,435,TRUE,Revealers,5224.2,6.32
3,436,TRUE,Concealers,7811.56,7.58
3,436,TRUE,Revealers,6570.62,6.9
3,437,TRUE,Concealers,7087.58,7.06
3,437,TRUE,Revealers,4366.88,5.92
3,438,TRUE,Concealers,7821.92,7.54
3,438,TRUE,Revealers,7395.88,7.3
3,439,TRUE,Concealers,8122.66,7.74
3,439,TRUE,Revealers,6537.26,7
3,440,TRUE,Concealers,8059.26,7.64
3,440,TRUE,Revealers,5331.42,6.42
3,441,TRUE,Concealers,7077.02,7.12
3,441,TRUE,Revealers,4580.3,5.96
3,442,TRUE,Concealers,8025.94,7.68
3,442,TRUE,Revealers,6073.38,6.6
3,443,TRUE,Concealers,7176.36,7.1
3,443,TRUE,Revealers,3887.46,5.58
3,444,TRUE,Concealers,7243.08,7.24
3,444,TRUE,Revealers,5431.7,6.48
3,445,TRUE,Concealers,6777.3,7.1
3,445,TRUE,Revealers,4351.78,5.9
3,446,TRUE,Concealers,7682.38,7.38
3,446,TRUE,Revealers,5287.52,6.34
3,447,TRUE,Concealers,7386.78,7.46
3,447,TRUE,Revealers,6519.36,6.96
3,448,TRUE,Concealers,7830.6,7.58
3,448,TRUE,Revealers,5791.6,6.68
3,449,TRUE,Concealers,7405.08,7.28
3,449,TRUE,Revealers,6345.7,6.82
3,450,TRUE,Concealers,8424.1,7.78
3,450,TRUE,Revealers,5912.16,6.6
3,451,TRUE,Concealers,7855.38,7.54
3,451,TRUE,Revealers,5593.96,6.58
3,452,TRUE,Concealers,5583,6.12
3,452,TRUE,Revealers,3527.3,5.32
3,453,TRUE,Concealers,8905.32,8
3,453,TRUE,Revealers,5787.72,6.52
3,454,TRUE,Concealers,7582.46,7.46
3,454,TRUE,Revealers,5667.06,6.44
3,455,TRUE,Concealers,7542.58,7.5
3,455,TRUE,Revealers,6990.3,7.22
3,456,TRUE,Concealers,7752.96,7.54
3,456,TRUE,Revealers,5883.4,6.78
3,457,TRUE,Concealers,7318.44,7.26
3,457,TRUE,Revealers,5562.66,6.58
3,458,TRUE,Concealers,7327,7.22
3,458,TRUE,Revealers,4353.66,5.8
3,459,TRUE,Concealers,7154.94,7.04
3,459,TRUE,Revealers,4315.5,5.82
3,460,TRUE,Concealers,7732.18,7.48
3,460,TRUE,Revealers,4408.72,5.92
3,461,TRUE,Concealers,6428.2,6.62
3,461,TRUE,Revealers,3247,5.2
3,462,TRUE,Concealers,7060.34,7.24
3,462,TRUE,Revealers,5590.1,6.46
3,463,TRUE,Concealers,5450.82,6.18
3,463,TRUE,Revealers,4182.04,5.62
3,464,TRUE,Concealers,7721.94,7.54
3,464,TRUE,Revealers,4903.54,6.16
3,465,TRUE,Concealers,6226.58,6.66
3,465,TRUE,Revealers,4796.64,6.12
3,466,TRUE,Concealers,6332.4,6.7
3,466,TRUE,Revealers,4262.52,5.8
3,467,TRUE,Concealers,6473.5,6.86
3,467,TRUE,Revealers,4964.3,6.04
3,468,TRUE,Concealers,7770.88,7.66
3,468,TRUE,Revealers,6653.3,7.02
3,469,TRUE,Concealers,6575.46,6.72
3,469,TRUE,Revealers,4306,5.76
3,470,TRUE,Concealers,6561.38,6.9
3,470,TRUE,Revealers,4394.68,5.94
3,471,TRUE,Concealers,7729.12,7.5
3,471,TRUE,Revealers,6123.92,6.92
3,472,TRUE,Concealers,7705.5,7.56
3,472,TRUE,Revealers,5312.46,6.5
3,473,TRUE,Concealers,6081.78,6.7
3,473,TRUE,Revealers,4545.6,5.96
3,474,TRUE,Concealers,7399.6,7.34
3,474,TRUE,Revealers,6101.9,6.7
3,475,TRUE,Concealers,8393.9,7.8
3,475,TRUE,Revealers,6133.1,6.74
3,476,TRUE,Concealers,6870.96,6.94
3,476,TRUE,Revealers,4193.52,5.76
3,477,TRUE,Concealers,6674.72,6.84
3,477,TRUE,Revealers,4225.72,5.7
3,478,TRUE,Concealers,7386.32,7.44
3,478,TRUE,Revealers,6464.48,6.96
3,479,TRUE,Concealers,5349.5,5.96
3,479,TRUE,Revealers,2616.96,4.84
3,480,TRUE,Concealers,8321.5,7.82
3,480,TRUE,Revealers,6386.7,6.84
3,481,TRUE,Concealers,7878.68,7.58
3,481,TRUE,Revealers,4971.3,6.26
3,482,TRUE,Concealers,6331.28,6.56
3,482,TRUE,Revealers,4741.5,6.02
3,483,TRUE,Concealers,6416.7,6.66
3,483,TRUE,Revealers,4295.1,5.86
3,484,TRUE,Concealers,7932.58,7.54
3,484,TRUE,Revealers,6599.74,6.92
3,485,TRUE,Concealers,7142.82,7.16
3,485,TRUE,Revealers,4724.4,6.02
3,486,TRUE,Concealers,6912.26,7.08
3,486,TRUE,Revealers,5150.22,6.22
3,487,TRUE,Concealers,7184.4,7.12
3,487,TRUE,Revealers,5472.86,6.34
3,488,TRUE,Concealers,7403.5,7.3
3,488,TRUE,Revealers,5820.24,6.54
3,489,TRUE,Concealers,7128.52,7.18
3,489,TRUE,Revealers,4679.68,5.98
3,490,TRUE,Concealers,5932.6,6.5
3,490,TRUE,Revealers,4835.76,6.04
3,491,TRUE,Concealers,6480.06,6.64
3,491,TRUE,Revealers,3612.84,5.44
3,492,TRUE,Concealers,6682.6,6.78
3,492,TRUE,Revealers,4089.44,5.72
3,493,TRUE,Concealers,8356.34,7.62
3,493,TRUE,Revealers,5081.04,6.22
3,494,TRUE,Concealers,5190.6,5.94
3,494,TRUE,Revealers,2428.78,4.82
3,495,TRUE,Concealers,8179.28,7.76
3,495,TRUE,Revealers,5781.9,6.66
3,496,TRUE,Concealers,8607.96,8
3,496,TRUE,Revealers,5978.58,6.66
3,497,TRUE,Concealers,7771.92,7.62
3,497,TRUE,Revealers,6049.78,6.66
3,498,TRUE,Concealers,7046.62,7.24
3,498,TRUE,Revealers,4958.1,6.26
3,499,TRUE,Concealers,7057.12,7.24
3,499,TRUE,Revealers,5303.54,6.32
3,500,TRUE,Concealers,6058.86,6.46
3,500,TRUE,Revealers,3264.82,5.12
3,501,FALSE,Concealers,6856.18,6.88
3,501,FALSE,Revealers,3722.08,5.44
3,502,FALSE,Concealers,7876.58,7.44
3,502,FALSE,Revealers,5346.02,6.3
3,503,FALSE,Concealers,8328.2,7.74
3,503,FALSE,Revealers,6477.9,6.94
3,504,FALSE,Concealers,6312.6,6.74
3,504,FALSE,Revealers,4741.58,6.12
3,505,FALSE,Concealers,7825.38,7.52
3,505,FALSE,Revealers,5737.42,6.66
3,506,FALSE,Concealers,7313.92,7.38
3,506,FALSE,Revealers,5566.86,6.52
3,507,FALSE,Concealers,7115.26,7.12
3,507,FALSE,Revealers,4575.22,5.98
3,508,FALSE,Concealers,6864.76,7.1
3,508,FALSE,Revealers,5180.12,6.32
3,509,FALSE,Concealers,7388.12,7.4
3,509,FALSE,Revealers,5908.92,6.62
3,510,FALSE,Concealers,6805.66,6.94
3,510,FALSE,Revealers,4514.78,5.92
3,511,FALSE,Concealers,7432.28,7.4
3,511,FALSE,Revealers,5926.98,6.68
3,512,FALSE,Concealers,8057.94,7.72
3,512,FALSE,Revealers,6054.7,6.76
3,513,FALSE,Concealers,7391.42,7.42
3,513,FALSE,Revealers,6205.4,6.84
3,514,FALSE,Concealers,7706.44,7.6
3,514,FALSE,Revealers,7950.92,7.6
3,515,FALSE,Concealers,8067.74,7.62
3,515,FALSE,Revealers,5521.04,6.54
3,516,FALSE,Concealers,7654.06,7.5
3,516,FALSE,Revealers,5604.3,6.58
3,517,FALSE,Concealers,7430.82,7.58
3,517,FALSE,Revealers,7108.92,7.26
3,518,FALSE,Concealers,7169.66,7.34
3,518,FALSE,Revealers,5721.84,6.48
3,519,FALSE,Concealers,7959.72,7.48
3,519,FALSE,Revealers,7117.58,7.26
3,520,FALSE,Concealers,8098.4,7.74
3,520,FALSE,Revealers,5494.9,6.5
3,521,FALSE,Concealers,6145.86,6.6
3,521,FALSE,Revealers,4084.06,5.64
3,522,FALSE,Concealers,8142.04,7.62
3,522,FALSE,Revealers,5249.62,6.36
3,523,FALSE,Concealers,8399.52,7.9
3,523,FALSE,Revealers,5670.18,6.58
3,524,FALSE,Concealers,7122.88,7.24
3,524,FALSE,Revealers,3797.6,5.56
3,525,FALSE,Concealers,7342.24,7.34
3,525,FALSE,Revealers,5847.94,6.62
3,526,FALSE,Concealers,7714,7.4
3,526,FALSE,Revealers,4518.36,6.02
3,527,FALSE,Concealers,7133.6,7.04
3,527,FALSE,Revealers,4429.36,5.92
3,528,FALSE,Concealers,6733.96,7.18
3,528,FALSE,Revealers,5584.06,6.48
3,529,FALSE,Concealers,7601.78,7.46
3,529,FALSE,Revealers,5417.22,6.46
3,530,FALSE,Concealers,6176.78,6.58
3,530,FALSE,Revealers,4951.44,6.24
3,531,FALSE,Concealers,8498.76,7.88
3,531,FALSE,Revealers,7073.02,7.26
3,532,FALSE,Concealers,8109.92,7.6
3,532,FALSE,Revealers,5322.56,6.5
3,533,FALSE,Concealers,6135.1,6.64
3,533,FALSE,Revealers,4815.92,6.02
3,534,FALSE,Concealers,7386.1,7.22
3,534,FALSE,Revealers,5162.12,6.28
3,535,FALSE,Concealers,7316.34,7.18
3,535,FALSE,Revealers,4923.34,6.2
3,536,FALSE,Concealers,5726.96,6.46
3,536,FALSE,Revealers,3817.48,5.62
3,537,FALSE,Concealers,7218.64,7.3
3,537,FALSE,Revealers,5503.42,6.56
3,538,FALSE,Concealers,7864.16,7.56
3,538,FALSE,Revealers,6027.24,6.66
3,539,FALSE,Concealers,7856.48,7.54
3,539,FALSE,Revealers,6452.6,6.88
3,540,FALSE,Concealers,7210.96,7.22
3,540,FALSE,Revealers,5286.42,6.3
3,541,FALSE,Concealers,7159.5,7.3
3,541,FALSE,Revealers,5604.9,6.38
3,542,FALSE,Concealers,7466.96,7.5
3,542,FALSE,Revealers,7018,7.02
3,543,FALSE,Concealers,8229.5,7.66
3,543,FALSE,Revealers,6145.74,6.76
3,544,FALSE,Concealers,7963.18,7.56
3,544,FALSE,Revealers,5815.34,6.64
3,545,FALSE,Concealers,6389.42,6.88
3,545,FALSE,Revealers,5066.4,6.22
3,546,FALSE,Concealers,7223.72,7.32
3,546,FALSE,Revealers,5929.28,6.76
3,547,FALSE,Concealers,6220.14,6.56
3,547,FALSE,Revealers,3791.6,5.46
3,548,FALSE,Concealers,7878.62,7.44
3,548,FALSE,Revealers,5474.32,6.58
3,549,FALSE,Concealers,6349.86,6.74
3,549,FALSE,Revealers,4999.86,6.34
3,550,FALSE,Concealers,6277.02,6.76
3,550,FALSE,Revealers,4423.66,5.78
3,551,FALSE,Concealers,6424.18,6.58
3,551,FALSE,Revealers,3186.4,5.26
3,552,FALSE,Concealers,7739.18,7.5
3,552,FALSE,Revealers,5814.98,6.64
3,553,FALSE,Concealers,6938.7,7.1
3,553,FALSE,Revealers,5556.54,6.6
3,554,FALSE,Concealers,7790,7.46
3,554,FALSE,Revealers,4780.74,6.12
3,555,FALSE,Concealers,6949.08,7.16
3,555,FALSE,Revealers,5266.9,6.38
3,556,FALSE,Concealers,5792.86,6.34
3,556,FALSE,Revealers,3537.42,5.4
3,557,FALSE,Concealers,7459.96,7.32
3,557,FALSE,Revealers,5307.48,6.2
3,558,FALSE,Concealers,6402.84,6.76
3,558,FALSE,Revealers,3927.78,5.62
3,559,FALSE,Concealers,7638.64,7.46
3,559,FALSE,Revealers,6052.06,6.74
3,560,FALSE,Concealers,7641.86,7.54
3,560,FALSE,Revealers,6609.38,7.04
3,561,FALSE,Concealers,6315.16,6.68
3,561,FALSE,Revealers,4961.48,6.08
3,562,FALSE,Concealers,7602.88,7.46
3,562,FALSE,Revealers,5231.52,6.24
3,563,FALSE,Concealers,7307.52,7.32
3,563,FALSE,Revealers,6271.54,6.84
3,564,FALSE,Concealers,7774.24,7.58
3,564,FALSE,Revealers,5798.04,6.64
3,565,FALSE,Concealers,7265.78,7.26
3,565,FALSE,Revealers,5920.88,6.66
3,566,FALSE,Concealers,6966.34,7.12
3,566,FALSE,Revealers,6341.84,6.8
3,567,FALSE,Concealers,7207.98,7.08
3,567,FALSE,Revealers,4753.62,6.02
3,568,FALSE,Concealers,7235.12,7.3
3,568,FALSE,Revealers,5119.46,6.34
3,569,FALSE,Concealers,8627.46,8
3,569,FALSE,Revealers,6165.92,6.8
3,570,FALSE,Concealers,7646.14,7.52
3,570,FALSE,Revealers,5824.2,6.5
3,571,FALSE,Concealers,6724.84,7.06
3,571,FALSE,Revealers,5620.88,6.5
3,572,FALSE,Concealers,6072.36,6.58
3,572,FALSE,Revealers,3921.08,5.5
3,573,FALSE,Concealers,7374.9,7.4
3,573,FALSE,Revealers,6035.8,6.6
3,574,FALSE,Concealers,8946.14,8.12
3,574,FALSE,Revealers,5991.46,6.76
3,575,FALSE,Concealers,5845.26,6.32
3,575,FALSE,Revealers,3446.58,5.3
3,576,FALSE,Concealers,5673.98,6.14
3,576,FALSE,Revealers,4223.28,5.64
3,577,FALSE,Concealers,6849,7.04
3,577,FALSE,Revealers,3799.86,5.68
3,578,FALSE,Concealers,7624.54,7.54
3,578,FALSE,Revealers,6785.92,7.04
3,579,FALSE,Concealers,7864.88,7.54
3,579,FALSE,Revealers,6402,6.74
3,580,FALSE,Concealers,8325.2,7.7
3,580,FALSE,Revealers,5991.74,6.7
3,581,FALSE,Concealers,7882.72,7.48
3,581,FALSE,Revealers,6652.52,6.92
3,582,FALSE,Concealers,5444.06,5.96
3,582,FALSE,Revealers,3007.02,5.18
3,583,FALSE,Concealers,7176.5,7.06
3,583,FALSE,Revealers,4587.1,5.86
3,584,FALSE,Concealers,6108.94,6.52
3,584,FALSE,Revealers,4596.12,5.88
3,585,FALSE,Concealers,8152.56,7.66
3,585,FALSE,Revealers,6781.7,6.86
3,586,FALSE,Concealers,6137.82,6.74
3,586,FALSE,Revealers,5103.72,6.12
3,587,FALSE,Concealers,8210.54,7.7
3,587,FALSE,Revealers,5867.54,6.6
3,588,FALSE,Concealers,7369.2,7.16
3,588,FALSE,Revealers,4423.84,5.94
3,589,FALSE,Concealers,7621.28,7.54
3,589,FALSE,Revealers,6695.5,6.9
3,590,FALSE,Concealers,6744.9,6.86
3,590,FALSE,Revealers,4613.42,5.86
3,591,FALSE,Concealers,7409.36,7.34
3,591,FALSE,Revealers,6280.58,6.88
3,592,FALSE,Concealers,8456.92,7.92
3,592,FALSE,Revealers,5103.12,6.3
3,593,FALSE,Concealers,8499.88,7.9
3,593,FALSE,Revealers,6356.26,6.9
3,594,FALSE,Concealers,7430.48,7.42
3,594,FALSE,Revealers,6890.54,7.1
3,595,FALSE,Concealers,8125.28,7.82
3,595,FALSE,Revealers,6110.58,6.7
3,596,FALSE,Concealers,8663.26,7.88
3,596,FALSE,Revealers,5689.2,6.42
3,597,FALSE,Concealers,8030.76,7.66
3,597,FALSE,Revealers,6463.56,6.92
3,598,FALSE,Concealers,8768.6,8
3,598,FALSE,Revealers,6412.32,6.98
3,599,FALSE,Concealers,7981.1,7.74
3,599,FALSE,Revealers,6239.88,6.8
3,600,FALSE,Concealers,6906.74,7
3,600,FALSE,Revealers,4075.68,5.68
