Run,costO,costS,Strategy,PI,RS
252,1,1,Revealers,5649.8,6.4
253,1,1,Concealers,6740.86,6.74
253,1,1,Revealers,4459.26,5.86
254,1,1,Concealers,7619.92,7.48
254,1,1,Revealers,5663.4,6.4
255,1,1,Concealers,7118.58,7.14
255,1,1,Revealers,5176.82,6.28
256,1,1,Concealers,7974.38,7.72
256,1,1,Revealers,6484.48,6.96
257,1,1,Concealers,7551.88,7.46
257,1,1,Revealers,6874.2,7.12
258,1,1,Concealers,6930.32,6.8
258,1,1,Revealers,4434.64,5.78
259,1,1,Concealers,7936.86,7.6
259,1,1,Revealers,5184.24,6.3
260,1,1,Concealers,6935.62,7.06
260,1,1,Revealers,5477.28,6.42
261,1,1.5,Concealers,7072.26,7.46
261,1,1.5,Revealers,7080.48,7.28
262,1,1.5,Concealers,7410.58,7.5
262,1,1.5,Revealers,7225.04,7.38
263,1,1.5,Concealers,7720.78,7.66
263,1,1.5,Revealers,8234.08,7.94
264,1,1.5,Concealers,8003.26,7.82
264,1,1.5,Revealers,7681.78,7.62
265,1,1.5,Concealers,7257.34,7.46
265,1,1.5,Revealers,6881.9,7.28
266,1,1.5,Concealers,8228.64,7.92
266,1,1.5,Revealers,7906.68,7.76
267,1,1.5,Concealers,7253.06,7.5
267,1,1.5,Revealers,7484.56,7.58
268,1,1.5,Concealers,7288.22,7.52
268,1,1.5,Revealers,7670.02,7.66
269,1,1.5,Concealers,7861.54,7.74
269,1,1.5,Revealers,7860.04,7.6
270,1,1.5,Concealers,7392.32,7.5
270,1,1.5,Revealers,6787.54,7.28
271,1,1.5,Concealers,7187.3,7.32
271,1,1.5,Revealers,7851.46,7.8
272,1,1.5,Concealers,7885.82,7.68
272,1,1.5,Revealers,8477.56,7.9
273,1,1.5,Concealers,8021.14,7.78
273,1,1.5,Revealers,7359.94,7.42
274,1,1.5,Concealers,7441.96,7.54
274,1,1.5,Revealers,7850.34,7.72
275,1,1.5,Concealers,7553.32,7.58
275,1,1.5,Revealers,7315.86,7.5
276,1,1.5,Concealers,8034.84,7.92
276,1,1.5,Revealers,7888.66,7.7
277,1,1.5,Concealers,8369.08,7.96
277,1,1.5,Revealers,7710.82,7.66
278,1,1.5,Concealers,7874.18,7.74
278,1,1.5,Revealers,7645.38,7.7
279,1,1.5,Concealers,7844.66,7.7
279,1,1.5,Revealers,7351.12,7.44
280,1,1.5,Concealers,7701.24,7.58
280,1,1.5,Revealers,7980.86,7.74
281,1,2,Concealers,7276.52,7.56
281,1,2,Revealers,7510.64,7.58
282,1,2,Concealers,7236.56,7.34
282,1,2,Revealers,8010.4,7.82
283,1,2,Concealers,7564.72,7.64
283,1,2,Revealers,7275.1,7.46
284,1,2,Concealers,7915.14,7.82
284,1,2,Revealers,7504.8,7.54
285,1,2,Concealers,7834.8,7.72
285,1,2,Revealers,7267.28,7.42
286,1,2,Concealers,8246.5,7.84
286,1,2,Revealers,7447.42,7.54
287,1,2,Concealers,7385.22,7.48
287,1,2,Revealers,7500.96,7.64
288,1,2,Concealers,8479.2,7.98
288,1,2,Revealers,7711.08,7.64
289,1,2,Concealers,7303.1,7.44
289,1,2,Revealers,7709.28,7.68
290,1,2,Concealers,8299.52,7.92
290,1,2,Revealers,8477.66,8.04
291,1,2,Concealers,7783.16,7.72
291,1,2,Revealers,7755.2,7.68
292,1,2,Concealers,7820.76,7.78
292,1,2,Revealers,7091.72,7.3
293,1,2,Concealers,7649.84,7.54
293,1,2,Revealers,8120.36,7.92
294,1,2,Concealers,8256.56,7.92
294,1,2,Revealers,8318.46,7.92
295,1,2,Concealers,8374.7,7.94
295,1,2,Revealers,7929.8,7.86
296,1,2,Concealers,7490.96,7.66
296,1,2,Revealers,7658.32,7.6
297,1,2,Concealers,6818.92,7.3
297,1,2,Revealers,7258.1,7.5
298,1,2,Concealers,6976.58,7.28
298,1,2,Revealers,7450.5,7.58
299,1,2,Concealers,7476.56,7.58
299,1,2,Revealers,7844.82,7.76
300,1,2,Concealers,7660.96,7.68
300,1,2,Revealers,8632.4,8.06
301,1.5,0,Concealers,7627.04,7.52
301,1.5,0,Revealers,6215.84,6.8
302,1.5,0,Concealers,7643.46,7.48
302,1.5,0,Revealers,6094.16,6.66
303,1.5,0,Concealers,7628.24,7.42
303,1.5,0,Revealers,5332.34,6.38
304,1.5,0,Concealers,7334.4,7.3
304,1.5,0,Revealers,5643.16,6.52
305,1.5,0,Concealers,6378.06,6.6
305,1.5,0,Revealers,4038.96,5.64
306,1.5,0,Concealers,7343.36,7.42
306,1.5,0,Revealers,5871.76,6.62
307,1.5,0,Concealers,8397.28,7.92
307,1.5,0,Revealers,5659.26,6.58
308,1.5,0,Concealers,8122.28,7.72
308,1.5,0,Revealers,6359.02,6.96
309,1.5,0,Concealers,6960.22,7.06
309,1.5,0,Revealers,4978.16,6.22
310,1.5,0,Concealers,7651.06,7.42
310,1.5,0,Revealers,7408.64,7.36
311,1.5,0,Concealers,7549.02,7.5
311,1.5,0,Revealers,6688.12,7.04
312,1.5,0,Concealers,6821.4,7.16
312,1.5,0,Revealers,6339.94,6.86
313,1.5,0,Concealers,7441.44,7.38
313,1.5,0,Revealers,5815.56,6.56
314,1.5,0,Concealers,7783.76,7.58
314,1.5,0,Revealers,6757.44,7.04
315,1.5,0,Concealers,7276.28,7.18
315,1.5,0,Revealers,4733.02,6
316,1.5,0,Concealers,7981.56,7.62
316,1.5,0,Revealers,6210.26,6.82
317,1.5,0,Concealers,7541.28,7.34
317,1.5,0,Revealers,5770.98,6.56
318,1.5,0,Concealers,8631.54,7.9
318,1.5,0,Revealers,5278.18,6.4
319,1.5,0,Concealers,7570.1,7.28
319,1.5,0,Revealers,5877.02,6.62
320,1.5,0,Concealers,7113.76,7.22
320,1.5,0,Revealers,5460.6,6.34
321,1.5,0.5,Concealers,8303.4,7.84
321,1.5,0.5,Revealers,5656.42,6.5
322,1.5,0.5,Concealers,8843.36,8.1
322,1.5,0.5,Revealers,6622.78,7.04
323,1.5,0.5,Concealers,6572.04,6.78
323,1.5,0.5,Revealers,4092.46,5.62
324,1.5,0.5,Concealers,6407.16,6.74
324,1.5,0.5,Revealers,3867.06,5.54
325,1.5,0.5,Concealers,7420.06,7.36
325,1.5,0.5,Revealers,5923.52,6.6
326,1.5,0.5,Concealers,7734.5,7.58
326,1.5,0.5,Revealers,5624.7,6.56
327,1.5,0.5,Concealers,7449.66,7.42
327,1.5,0.5,Revealers,5307.58,6.44
328,1.5,0.5,Concealers,6554.2,6.94
328,1.5,0.5,Revealers,6122,6.76
329,1.5,0.5,Concealers,7970.72,7.6
329,1.5,0.5,Revealers,6356.74,6.86
330,1.5,0.5,Concealers,7544.3,7.46
330,1.5,0.5,Revealers,6205.9,6.78
331,1.5,0.5,Concealers,7189.58,7.18
331,1.5,0.5,Revealers,4975.82,6.14
332,1.5,0.5,Concealers,7608.92,7.44
332,1.5,0.5,Revealers,6381.04,6.92
333,1.5,0.5,Concealers,6011.88,6.64
333,1.5,0.5,Revealers,5526.26,6.42
334,1.5,0.5,Concealers,5827.62,6.16
334,1.5,0.5,Revealers,3631.3,5.38
335,1.5,0.5,Concealers,8074.74,7.74
335,1.5,0.5,Revealers,6447.74,7.04
336,1.5,0.5,Concealers,7829.52,7.6
336,1.5,0.5,Revealers,6000.96,6.68
337,1.5,0.5,Concealers,8614.1,7.84
337,1.5,0.5,Revealers,5741.04,6.62
338,1.5,0.5,Concealers,7542.6,7.46
338,1.5,0.5,Revealers,6243.32,6.68
339,1.5,0.5,Concealers,6919.4,7.12
339,1.5,0.5,Revealers,4447.2,5.84
340,1.5,0.5,Concealers,6130.46,6.66
340,1.5,0.5,Revealers,4194.84,5.76
341,1.5,1,Concealers,7996.32,7.42
341,1.5,1,Revealers,4556.64,6.02
342,1.5,1,Concealers,7542.2,7.44
342,1.5,1,Revealers,6612.68,6.96
343,1.5,1,Concealers,6773.62,7.06
343,1.5,1,Revealers,5266.62,6.3
344,1.5,1,Concealers,7834,7.64
344,1.5,1,Revealers,5879.96,6.56
345,1.5,1,Concealers,7970.52,7.68
345,1.5,1,Revealers,6242.02,6.8
346,1.5,1,Concealers,8282.32,7.78
346,1.5,1,Revealers,6354.52,6.84
347,1.5,1,Concealers,6971.36,7.14
347,1.5,1,Revealers,5105.06,6.3
348,1.5,1,Concealers,6607.76,6.76
348,1.5,1,Revealers,4178,5.82
349,1.5,1,Concealers,6516.84,6.76
349,1.5,1,Revealers,3920.12,5.5
350,1.5,1,Concealers,8104.86,7.68
350,1.5,1,Revealers,7015.88,7.16
351,1.5,1,Concealers,7455.18,7.36
351,1.5,1,Revealers,5614.42,6.58
352,1.5,1,Concealers,7362.92,7.3
352,1.5,1,Revealers,5866.08,6.66
353,1.5,1,Concealers,7244.42,7.32
353,1.5,1,Revealers,6190.16,6.86
354,1.5,1,Concealers,6843.56,6.96
354,1.5,1,Revealers,4503.06,5.92
355,1.5,1,Concealers,7297.66,7.36
355,1.5,1,Revealers,5152.08,6.24
356,1.5,1,Concealers,8202.92,7.58
356,1.5,1,Revealers,4948.28,6.12
357,1.5,1,Concealers,8153.14,7.66
357,1.5,1,Revealers,6362.22,6.88
358,1.5,1,Concealers,7702.54,7.64
358,1.5,1,Revealers,5807.2,6.54
359,1.5,1,Concealers,8284.48,7.66
359,1.5,1,Revealers,5795.54,6.62
360,1.5,1,Concealers,7234.7,7.24
360,1.5,1,Revealers,7045.44,7.22
361,1.5,1.5,Concealers,7204.32,7.4
361,1.5,1.5,Revealers,7663.2,7.6
362,1.5,1.5,Concealers,7795.18,7.68
362,1.5,1.5,Revealers,7344.96,7.48
363,1.5,1.5,Concealers,7347.52,7.44
363,1.5,1.5,Revealers,7568.34,7.68
364,1.5,1.5,Concealers,7721.92,7.66
364,1.5,1.5,Revealers,7663.46,7.76
365,1.5,1.5,Concealers,7804.14,7.68
365,1.5,1.5,Revealers,7424.86,7.52
366,1.5,1.5,Concealers,7935.26,7.8
366,1.5,1.5,Revealers,7851.76,7.68
367,1.5,1.5,Concealers,7911,7.72
367,1.5,1.5,Revealers,7935.3,7.7
368,1.5,1.5,Concealers,7113.36,7.5
368,1.5,1.5,Revealers,7055.1,7.3
369,1.5,1.5,Concealers,7640.14,7.62
369,1.5,1.5,Revealers,7341.38,7.48
370,1.5,1.5,Concealers,7384.78,7.58
370,1.5,1.5,Revealers,6951.76,7.32
371,1.5,1.5,Concealers,7420.5,7.62
371,1.5,1.5,Revealers,7683.64,7.68
372,1.5,1.5,Concealers,7458.26,7.46
372,1.5,1.5,Revealers,7435.66,7.52
373,1.5,1.5,Concealers,7701.7,7.68
373,1.5,1.5,Revealers,7674.64,7.64
374,1.5,1.5,Concealers,8411.8,8.04
374,1.5,1.5,Revealers,7881.54,7.66
375,1.5,1.5,Concealers,7730.56,7.74
375,1.5,1.5,Revealers,7724.2,7.74
376,1.5,1.5,Concealers,7083.9,7.34
376,1.5,1.5,Revealers,7104.78,7.34
377,1.5,1.5,Concealers,8104.54,7.9
377,1.5,1.5,Revealers,7426.22,7.5
378,1.5,1.5,Concealers,7117.14,7.44
378,1.5,1.5,Revealers,7416.36,7.5
379,1.5,1.5,Concealers,7872.94,7.64
379,1.5,1.5,Revealers,7542.04,7.56
380,1.5,1.5,Concealers,7798.88,7.66
380,1.5,1.5,Revealers,7958.96,7.7
381,1.5,2,Concealers,6208.52,6.96
381,1.5,2,Revealers,6763.64,7.3
382,1.5,2,Concealers,7877.56,7.78
382,1.5,2,Revealers,7938.48,7.7
383,1.5,2,Concealers,7942.96,7.8
383,1.5,2,Revealers,7532.74,7.46
384,1.5,2,Concealers,7219.46,7.48
384,1.5,2,Revealers,8354.34,7.9
385,1.5,2,Concealers,7165.08,7.42
385,1.5,2,Revealers,7388.12,7.48
386,1.5,2,Concealers,7763.32,7.7
386,1.5,2,Revealers,7254.44,7.42
387,1.5,2,Concealers,7642.88,7.66
387,1.5,2,Revealers,7415.7,7.58
388,1.5,2,Concealers,7392.7,7.5
388,1.5,2,Revealers,7378.38,7.56
389,1.5,2,Concealers,8099.6,7.86
389,1.5,2,Revealers,7849.74,7.72
390,1.5,2,Concealers,7786.4,7.68
390,1.5,2,Revealers,7680.84,7.64
391,1.5,2,Concealers,7738.66,7.72
391,1.5,2,Revealers,7575.12,7.6
392,1.5,2,Concealers,7558.32,7.56
392,1.5,2,Revealers,8141.68,7.88
393,1.5,2,Concealers,7816.96,7.66
393,1.5,2,Revealers,8058.26,7.82
394,1.5,2,Concealers,8130.68,7.96
394,1.5,2,Revealers,7715.74,7.7
395,1.5,2,Concealers,7380.5,7.5
395,1.5,2,Revealers,8206.9,7.92
396,1.5,2,Concealers,7121.52,7.44
396,1.5,2,Revealers,7147.82,7.34
397,1.5,2,Concealers,7879.26,7.86
397,1.5,2,Revealers,8051.78,7.82
398,1.5,2,Concealers,7948.34,7.8
398,1.5,2,Revealers,7671.84,7.64
399,1.5,2,Concealers,8108.12,7.86
399,1.5,2,Revealers,8047.74,7.84
400,1.5,2,Concealers,7617.1,7.6
400,1.5,2,Revealers,7821.32,7.72
401,2,0,Concealers,6980.5,7.12
401,2,0,Revealers,5010.54,6.24
402,2,0,Concealers,7591.26,7.44
402,2,0,Revealers,7129.32,7.22
403,2,0,Concealers,4726.06,5.62
403,2,0,Revealers,2735.76,4.86
404,2,0,Concealers,8141.18,7.66
404,2,0,Revealers,5794.3,6.7
405,2,0,Concealers,6695.24,6.94
405,2,0,Revealers,4992.74,6.16
406,2,0,Concealers,6724.06,6.92
406,2,0,Revealers,4768.56,5.96
407,2,0,Concealers,7743.4,7.54
407,2,0,Revealers,5637.88,6.56
408,2,0,Concealers,5852.8,6.54
408,2,0,Revealers,4067.6,5.7
409,2,0,Concealers,7699.92,7.44
409,2,0,Revealers,5020.34,6.34
410,2,0,Concealers,8157.24,7.74
410,2,0,Revealers,6216.98,6.72
411,2,0,Concealers,7816.26,7.52
411,2,0,Revealers,5806.24,6.38
412,2,0,Concealers,7765.06,7.54
412,2,0,Revealers,6024.86,6.78
413,2,0,Concealers,7059.52,7.06
413,2,0,Revealers,5041.06,6.18
414,2,0,Concealers,6646.32,6.84
414,2,0,Revealers,5092.98,6.06
415,2,0,Concealers,7519.82,7.42
415,2,0,Revealers,6694.66,6.92
416,2,0,Concealers,7902.7,7.54
416,2,0,Revealers,5096.3,6.3
417,2,0,Concealers,6879.72,7.02
417,2,0,Revealers,5039.58,6.26
418,2,0,Concealers,7229.68,7.2
418,2,0,Revealers,4244.58,5.88
419,2,0,Concealers,7337.68,7.34
419,2,0,Revealers,6884.12,7.08
420,2,0,Concealers,7648.52,7.38
420,2,0,Revealers,4752.28,6.06
421,2,0.5,Concealers,7528.94,7.32
421,2,0.5,Revealers,6345.34,6.9
422,2,0.5,Concealers,8066.52,7.54
422,2,0.5,Revealers,6267.68,6.86
423,2,0.5,Concealers,8423.48,7.86
423,2,0.5,Revealers,5861.9,6.68
424,2,0.5,Concealers,6979.96,7.04
424,2,0.5,Revealers,4419.24,5.86
425,2,0.5,Concealers,9048.34,8.1
425,2,0.5,Revealers,5867.06,6.64
426,2,0.5,Concealers,5872.64,6.44
426,2,0.5,Revealers,4650.44,6.04
427,2,0.5,Concealers,7998.34,7.66
427,2,0.5,Revealers,4455.8,5.82
428,2,0.5,Concealers,7123.18,7.14
428,2,0.5,Revealers,5223.5,6.3
429,2,0.5,Concealers,6558.3,6.9
429,2,0.5,Revealers,4499.42,5.86
430,2,0.5,Concealers,8157.36,7.6
430,2,0.5,Revealers,5084.66,6.12
431,2,0.5,Concealers,8137.88,7.5
431,2,0.5,Revealers,5443.22,6.44
432,2,0.5,Concealers,8203.5,7.82
432,2,0.5,Revealers,6183.94,6.82
433,2,0.5,Concealers,8360.52,7.88
433,2,0.5,Revealers,5872.1,6.68
434,2,0.5,Concealers,7874.2,7.6
434,2,0.5,Revealers,6783.74,7.06
435,2,0.5,Concealers,7573.08,7.48
435,2,0.5,Revealers,6486.1,6.92
436,2,0.5,Concealers,5328.76,6.12
436,2,0.5,Revealers,3099.36,5.3
437,2,0.5,Concealers,7512.88,7.32
437,2,0.5,Revealers,5020.4,6.24
438,2,0.5,Concealers,6874.74,7.18
438,2,0.5,Revealers,5577.08,6.38
439,2,0.5,Concealers,6764.46,7.06
439,2,0.5,Revealers,4751.58,5.96
440,2,0.5,Concealers,8132.18,7.72
440,2,0.5,Revealers,6356.58,6.86
441,2,1,Concealers,6532.8,6.74
441,2,1,Revealers,3793.12,5.54
442,2,1,Concealers,7413.32,7.42
442,2,1,Revealers,5993.26,6.74
443,2,1,Concealers,6886.1,7.02
443,2,1,Revealers,4785.08,6.1
444,2,1,Concealers,6787.26,7.04
444,2,1,Revealers,4488.6,5.9
445,2,1,Concealers,7887.34,7.62
445,2,1,Revealers,5678.68,6.5
446,2,1,Concealers,7586.9,7.48
446,2,1,Revealers,7100.04,7.16
447,2,1,Concealers,6941.68,6.94
447,2,1,Revealers,4284.42,5.78
448,2,1,Concealers,7735.56,7.48
448,2,1,Revealers,5740.16,6.6
449,2,1,Concealers,6930.8,7.14
449,2,1,Revealers,4747.78,6.04
450,2,1,Concealers,6690.04,6.98
450,2,1,Revealers,4495.12,5.94
451,2,1,Concealers,6626.6,6.82
451,2,1,Revealers,3491.78,5.38
452,2,1,Concealers,7077.3,7.24
452,2,1,Revealers,4175.24,5.72
453,2,1,Concealers,7682.64,7.4
453,2,1,Revealers,4547.3,5.9
454,2,1,Concealers,6506.78,6.74
454,2,1,Revealers,4430.6,5.84
455,2,1,Concealers,6604.38,6.94
455,2,1,Revealers,4997.5,6.16
456,2,1,Concealers,7414.78,7.42
456,2,1,Revealers,5400.48,6.54
457,2,1,Concealers,7010.22,7.2
457,2,1,Revealers,5182.96,6.24
458,2,1,Concealers,7990.18,7.7
458,2,1,Revealers,5770.74,6.48
459,2,1,Concealers,5969.62,6.58
459,2,1,Revealers,5349.24,6.44
460,2,1,Concealers,8306.78,7.84
460,2,1,Revealers,6285.58,6.9
461,2,1.5,Concealers,7640.12,7.58
461,2,1.5,Revealers,8089,7.84
462,2,1.5,Concealers,7347.1,7.54
462,2,1.5,Revealers,7583.52,7.64
463,2,1.5,Concealers,7792.96,7.72
463,2,1.5,Revealers,7273.12,7.46
464,2,1.5,Concealers,7640.3,7.58
464,2,1.5,Revealers,7432.04,7.6
465,2,1.5,Concealers,7738.86,7.72
465,2,1.5,Revealers,8158.4,7.76
466,2,1.5,Concealers,7338.8,7.46
466,2,1.5,Revealers,7494.04,7.56
467,2,1.5,Concealers,8349.92,7.96
467,2,1.5,Revealers,7956.32,7.72
468,2,1.5,Concealers,7682.2,7.6
468,2,1.5,Revealers,8010.32,7.74
469,2,1.5,Concealers,8135.14,7.74
469,2,1.5,Revealers,8427.72,7.94
470,2,1.5,Concealers,7950.68,7.78
470,2,1.5,Revealers,7645.34,7.64
471,2,1.5,Concealers,7668.08,7.68
471,2,1.5,Revealers,7924.98,7.64
472,2,1.5,Concealers,7665.36,7.6
472,2,1.5,Revealers,7766.08,7.7
473,2,1.5,Concealers,7851.16,7.64
473,2,1.5,Revealers,7490.9,7.54
474,2,1.5,Concealers,8042.5,7.82
474,2,1.5,Revealers,7710.96,7.62
475,2,1.5,Concealers,8056.1,7.84
475,2,1.5,Revealers,7626.34,7.68
476,2,1.5,Concealers,8258.92,7.92
476,2,1.5,Revealers,7630.7,7.6
477,2,1.5,Concealers,7713.16,7.7
477,2,1.5,Revealers,7436.62,7.54
478,2,1.5,Concealers,7061.78,7.46
478,2,1.5,Revealers,7338.12,7.58
479,2,1.5,Concealers,7758.6,7.68
479,2,1.5,Revealers,8643.38,8.06
480,2,1.5,Concealers,7352.72,7.5
480,2,1.5,Revealers,8049.6,7.84
481,2,2,Concealers,7650.96,7.64
481,2,2,Revealers,8113.32,7.84
482,2,2,Concealers,7297.16,7.48
482,2,2,Revealers,7484.56,7.62
483,2,2,Concealers,8377.18,7.86
483,2,2,Revealers,8085.54,7.8
484,2,2,Concealers,7611.5,7.64
484,2,2,Revealers,7475.04,7.5
485,2,2,Concealers,8249.12,7.9
485,2,2,Revealers,8043.1,7.84
486,2,2,Concealers,7457.54,7.56
486,2,2,Revealers,7505.52,7.56
487,2,2,Concealers,8172.9,7.84
487,2,2,Revealers,7546,7.58
488,2,2,Concealers,8157.8,7.84
488,2,2,Revealers,7968.44,7.74
489,2,2,Concealers,7529.36,7.62
489,2,2,Revealers,7351.82,7.48
490,2,2,Concealers,8455.56,8
490,2,2,Revealers,7493.58,7.56
491,2,2,Concealers,8004.72,7.76
491,2,2,Revealers,7691.96,7.64
492,2,2,Concealers,7760.28,7.76
492,2,2,Revealers,7859.12,7.7
493,2,2,Concealers,7948.42,7.64
493,2,2,Revealers,8043.54,7.94
494,2,2,Concealers,8336.48,7.84
494,2,2,Revealers,8054.4,7.8
495,2,2,Concealers,7776.36,7.64
495,2,2,Revealers,7936.8,7.84
496,2,2,Concealers,7017.96,7.38
496,2,2,Revealers,7934.82,7.82
497,2,2,Concealers,7865.54,7.72
497,2,2,Revealers,7925,7.84
498,2,2,Concealers,7927.5,7.8
498,2,2,Revealers,7618.98,7.7
499,2,2,Concealers,8572.38,8.02
499,2,2,Revealers,8478.86,7.9
500,2,2,Concealers,8676.3,8.14
500,2,2,Revealers,7714.36,7.7
